"dx","mechmaj","mechmin","intent"
"E8913","Fire/burn","Fire/flame","Unintentional"
"E8918","Fire/burn","Fire/flame","Unintentional"
"E8919","Fire/burn","Fire/flame","Unintentional"
"E892","Fire/burn","Fire/flame","Unintentional"
"E8930","Fire/burn","Fire/flame","Unintentional"
"E8931","Fire/burn","Fire/flame","Unintentional"
"E8932","Fire/burn","Fire/flame","Unintentional"
"E8938","Fire/burn","Fire/flame","Unintentional"
"E8939","Fire/burn","Fire/flame","Unintentional"
"E894","Fire/burn","Fire/flame","Unintentional"
"E895","Fire/burn","Fire/flame","Unintentional"
"E896","Fire/burn","Fire/flame","Unintentional"
"E897","Fire/burn","Fire/flame","Unintentional"
"E8980","Fire/burn","Fire/flame","Unintentional"
"E8981","Fire/burn","Fire/flame","Unintentional"
"E899","Fire/burn","Fire/flame","Unintentional"
"E9000","Natural/environmental",NA,"Unintentional"
"E9001","Natural/environmental",NA,"Unintentional"
"E9009","Natural/environmental",NA,"Unintentional"
"E9010","Natural/environmental",NA,"Unintentional"
"E9011","Natural/environmental",NA,"Unintentional"
"E9018","Natural/environmental",NA,"Unintentional"
"E9019","Natural/environmental",NA,"Unintentional"
"E9020","Natural/environmental",NA,"Unintentional"
"E9021","Natural/environmental",NA,"Unintentional"
"E9022","Natural/environmental",NA,"Unintentional"
"E9028","Natural/environmental",NA,"Unintentional"
"E9029","Natural/environmental",NA,"Unintentional"
"E903","Natural/environmental",NA,"Unintentional"
"E9040","Natural/environmental",NA,"Unintentional"
"E9041","Natural/environmental",NA,"Unintentional"
"E9042","Natural/environmental",NA,"Unintentional"
"E9043","Natural/environmental",NA,"Unintentional"
"E9049","Natural/environmental",NA,"Unintentional"
"E9050","Natural/environmental","Bites and stings","Unintentional"
"E9051","Natural/environmental","Bites and stings","Unintentional"
"E9052","Natural/environmental","Bites and stings","Unintentional"
"E9053","Natural/environmental","Bites and stings","Unintentional"
"E9054","Natural/environmental","Bites and stings","Unintentional"
"E9055","Natural/environmental","Bites and stings","Unintentional"
"E9056","Natural/environmental","Bites and stings","Unintentional"
"E9057","Natural/environmental",NA,"Unintentional"
"E9058","Natural/environmental",NA,"Unintentional"
"E9059","Natural/environmental","Bites and stings","Unintentional"
"E9060","Natural/environmental","Bites and stings","Unintentional"
"E9061","Natural/environmental","Bites and stings","Unintentional"
"E9062","Natural/environmental","Bites and stings","Unintentional"
"E9063","Natural/environmental","Bites and stings","Unintentional"
"E9064","Natural/environmental","Bites and stings","Unintentional"
"E9065","Natural/environmental","Bites and stings","Unintentional"
"E9068","Natural/environmental",NA,"Unintentional"
"E9069","Natural/environmental","Bites and stings","Unintentional"
"E907","Natural/environmental",NA,"Unintentional"
"E908","Natural/environmental",NA,"Unintentional"
"E9080","Natural/environmental",NA,"Unintentional"
"E9081","Natural/environmental",NA,"Unintentional"
"E9082","Natural/environmental",NA,"Unintentional"
"E9083","Natural/environmental",NA,"Unintentional"
"E9084","Natural/environmental",NA,"Unintentional"
"E9088","Natural/environmental",NA,"Unintentional"
"E9089","Natural/environmental",NA,"Unintentional"
"E909","Natural/environmental",NA,"Unintentional"
"E9090","Natural/environmental",NA,"Unintentional"
"E9091","Natural/environmental",NA,"Unintentional"
"E9092","Natural/environmental",NA,"Unintentional"
"E9093","Natural/environmental",NA,"Unintentional"
"E9094","Natural/environmental",NA,"Unintentional"
"E9098","Natural/environmental",NA,"Unintentional"
"E9099","Natural/environmental",NA,"Unintentional"
"E9100","Drowning/submersion",NA,"Unintentional"
"E9101","Drowning/submersion",NA,"Unintentional"
"E9102","Drowning/submersion",NA,"Unintentional"
"E9103","Drowning/submersion",NA,"Unintentional"
"E9104","Drowning/submersion",NA,"Unintentional"
"E9108","Drowning/submersion",NA,"Unintentional"
"E9109","Drowning/submersion",NA,"Unintentional"
"E911","Suffocation",NA,"Unintentional"
"E912","Suffocation",NA,"Unintentional"
"E9130","Suffocation",NA,"Unintentional"
"E9131","Suffocation",NA,"Unintentional"
"E9132","Suffocation",NA,"Unintentional"
"E9133","Suffocation",NA,"Unintentional"
"E9138","Suffocation",NA,"Unintentional"
"E9139","Suffocation",NA,"Unintentional"
"E914","Other specified, classifiable",NA,"Unintentional"
"E915","Other specified, classifiable",NA,"Unintentional"
"E916","Struck by, against",NA,"Unintentional"
"E9170","Struck by, against",NA,"Unintentional"
"E9171","Struck by, against",NA,"Unintentional"
"E9172","Struck by, against",NA,"Unintentional"
"E9173","Struck by, against",NA,"Unintentional"
"E9174","Struck by, against",NA,"Unintentional"
"E9175","Struck by, against",NA,"Unintentional"
"E9176","Struck by, against",NA,"Unintentional"
"E9177","Struck by, against",NA,"Unintentional"
"E9178","Struck by, against",NA,"Unintentional"
"E9179","Struck by, against",NA,"Unintentional"
"E918","Other specified, classifiable",NA,"Unintentional"
"E9190","Machinery",NA,"Unintentional"
"E9191","Machinery",NA,"Unintentional"
"E9192","Machinery",NA,"Unintentional"
"E9193","Machinery",NA,"Unintentional"
"E9194","Machinery",NA,"Unintentional"
"E9195","Machinery",NA,"Unintentional"
"E9196","Machinery",NA,"Unintentional"
"E9197","Machinery",NA,"Unintentional"
"E9198","Machinery",NA,"Unintentional"
"E9199","Machinery",NA,"Unintentional"
"E920","Cut/pierce",NA,"Unintentional"
"E9200","Cut/pierce",NA,"Unintentional"
"E9201","Cut/pierce",NA,"Unintentional"
"E9202","Cut/pierce",NA,"Unintentional"
"E9203","Cut/pierce",NA,"Unintentional"
"E9204","Cut/pierce",NA,"Unintentional"
"E9205","Cut/pierce",NA,"Unintentional"
"E9208","Cut/pierce",NA,"Unintentional"
"E9209","Cut/pierce",NA,"Unintentional"
"E9210","Other specified, classifiable",NA,"Unintentional"
"E9211","Other specified, classifiable",NA,"Unintentional"
"E9218","Other specified, classifiable",NA,"Unintentional"
"E9219","Other specified, classifiable",NA,"Unintentional"
"E9220","Firearm",NA,"Unintentional"
"E9221","Firearm",NA,"Unintentional"
"E9222","Firearm",NA,"Unintentional"
"E9223","Firearm",NA,"Unintentional"
"E9224","Other specified, classifiable",NA,"Unintentional"
"E9225","Other specified, classifiable",NA,"Unintentional"
"E9228","Firearm",NA,"Unintentional"
"E9229","Firearm",NA,"Unintentional"
"E9230","Other specified, classifiable",NA,"Unintentional"
"E9231","Other specified, classifiable",NA,"Unintentional"
"E9232","Other specified, classifiable",NA,"Unintentional"
"E9238","Other specified, classifiable",NA,"Unintentional"
"E9239","Other specified, classifiable",NA,"Unintentional"
"E9240","Fire/burn","Hot object/substance","Unintentional"
"E9241","Fire/burn","Hot object/substance","Unintentional"
"E9242","Fire/burn","Hot object/substance","Unintentional"
"E9248","Fire/burn","Hot object/substance","Unintentional"
"E9249","Fire/burn","Hot object/substance","Unintentional"
"E9250","Other specified, classifiable",NA,"Unintentional"
"E9251","Other specified, classifiable",NA,"Unintentional"
"E9252","Other specified, classifiable",NA,"Unintentional"
"E9258","Other specified, classifiable",NA,"Unintentional"
"E9259","Other specified, classifiable",NA,"Unintentional"
"E9260","Other specified, classifiable",NA,"Unintentional"
"E9261","Other specified, classifiable",NA,"Unintentional"
"E9262","Other specified, classifiable",NA,"Unintentional"
"E9263","Other specified, classifiable",NA,"Unintentional"
"E9264","Other specified, classifiable",NA,"Unintentional"
"E9265","Other specified, classifiable",NA,"Unintentional"
"E9268","Other specified, classifiable",NA,"Unintentional"
"E9269","Other specified, classifiable",NA,"Unintentional"
"E927","Overexertion",NA,"Unintentional"
"E9280","Natural/environmental",NA,"Unintentional"
"E9281","Natural/environmental",NA,"Unintentional"
"E9282","Natural/environmental",NA,"Unintentional"
"E9283","Other specified, classifiable",NA,"Unintentional"
"E9284","Other specified, classifiable",NA,"Unintentional"
"E9285","Other specified, classifiable",NA,"Unintentional"
"E9286","Other specified, classifiable",NA,"Unintentional"
"E9288","Other specified, not elsewhere classifiable",NA,"Unintentional"
"E9289","Unspecified",NA,"Unintentional"
"E9290","Other specified, classifiable",NA,"Unintentional"
"E9291","Other specified, classifiable",NA,"Unintentional"
"E9292","Other specified, classifiable",NA,"Unintentional"
"E9293","Other specified, classifiable",NA,"Unintentional"
"E9294","Other specified, classifiable",NA,"Unintentional"
"E9295","Other specified, classifiable",NA,"Unintentional"
"E9298","Other specified, not elsewhere classifiable",NA,"Unintentional"
"E9299","Unspecified",NA,"Unintentional"
"E9300","Adverse effects","Drugs","Other"
"E9301","Adverse effects","Drugs","Other"
"E9302","Adverse effects","Drugs","Other"
"E9303","Adverse effects","Drugs","Other"
"E9304","Adverse effects","Drugs","Other"
"E9305","Adverse effects","Drugs","Other"
"E9306","Adverse effects","Drugs","Other"
"E9307","Adverse effects","Drugs","Other"
"E9308","Adverse effects","Drugs","Other"
"E9309","Adverse effects","Drugs","Other"
"E9310","Adverse effects","Drugs","Other"
"E9311","Adverse effects","Drugs","Other"
"E9312","Adverse effects","Drugs","Other"
"E9313","Adverse effects","Drugs","Other"
"E9314","Adverse effects","Drugs","Other"
"E9315","Adverse effects","Drugs","Other"
"E9316","Adverse effects","Drugs","Other"
"E9317","Adverse effects","Drugs","Other"
"E9318","Adverse effects","Drugs","Other"
"E9319","Adverse effects","Drugs","Other"
"E9320","Adverse effects","Drugs","Other"
"E9321","Adverse effects","Drugs","Other"
"E9322","Adverse effects","Drugs","Other"
"E9323","Adverse effects","Drugs","Other"
"E9324","Adverse effects","Drugs","Other"
"E9325","Adverse effects","Drugs","Other"
"E9326","Adverse effects","Drugs","Other"
"E9327","Adverse effects","Drugs","Other"
"E9328","Adverse effects","Drugs","Other"
"E9329","Adverse effects","Drugs","Other"
"E9330","Adverse effects","Drugs","Other"
"E9331","Adverse effects","Drugs","Other"
"E9332","Adverse effects","Drugs","Other"
"E9333","Adverse effects","Drugs","Other"
"E9334","Adverse effects","Drugs","Other"
"E9335","Adverse effects","Drugs","Other"
"E9336","Adverse effects","Drugs","Other"
"E9337","Adverse effects","Drugs","Other"
"E9338","Adverse effects","Drugs","Other"
"E9339","Adverse effects","Drugs","Other"
"E9340","Adverse effects","Drugs","Other"
"E9341","Adverse effects","Drugs","Other"
"E9342","Adverse effects","Drugs","Other"
"E9343","Adverse effects","Drugs","Other"
"E9344","Adverse effects","Drugs","Other"
"E9345","Adverse effects","Drugs","Other"
"E9346","Adverse effects","Drugs","Other"
"E9347","Adverse effects","Drugs","Other"
"E9348","Adverse effects","Drugs","Other"
"E9349","Adverse effects","Drugs","Other"
"E9350","Adverse effects","Drugs","Other"
"E9351","Adverse effects","Drugs","Other"
"E9352","Adverse effects","Drugs","Other"
"E9353","Adverse effects","Drugs","Other"
"E9354","Adverse effects","Drugs","Other"
"E9355","Adverse effects","Drugs","Other"
"E9356","Adverse effects","Drugs","Other"
"E9357","Adverse effects","Drugs","Other"
"E9358","Adverse effects","Drugs","Other"
"E9359","Adverse effects","Drugs","Other"
"E9360","Adverse effects","Drugs","Other"
"E9361","Adverse effects","Drugs","Other"
"E9362","Adverse effects","Drugs","Other"
"E9363","Adverse effects","Drugs","Other"
"E9364","Adverse effects","Drugs","Other"
"E9370","Adverse effects","Drugs","Other"
"E9371","Adverse effects","Drugs","Other"
"E9372","Adverse effects","Drugs","Other"
"E9373","Adverse effects","Drugs","Other"
"E9374","Adverse effects","Drugs","Other"
"E9375","Adverse effects","Drugs","Other"
"E9376","Adverse effects","Drugs","Other"
"E9378","Adverse effects","Drugs","Other"
"E9379","Adverse effects","Drugs","Other"
"E9380","Adverse effects","Drugs","Other"
"E9381","Adverse effects","Drugs","Other"
"E9382","Adverse effects","Drugs","Other"
"E9383","Adverse effects","Drugs","Other"
"E9384","Adverse effects","Drugs","Other"
"E9385","Adverse effects","Drugs","Other"
"E9386","Adverse effects","Drugs","Other"
"E9387","Adverse effects","Drugs","Other"
"E9389","Adverse effects","Drugs","Other"
"E9390","Adverse effects","Drugs","Other"
"E9391","Adverse effects","Drugs","Other"
"E9392","Adverse effects","Drugs","Other"
"E9393","Adverse effects","Drugs","Other"
"E9394","Adverse effects","Drugs","Other"
"E9395","Adverse effects","Drugs","Other"
"E9396","Adverse effects","Drugs","Other"
"E9397","Adverse effects","Drugs","Other"
"E9398","Adverse effects","Drugs","Other"
"E9399","Adverse effects","Drugs","Other"
"E9400","Adverse effects","Drugs","Other"
"E9401","Adverse effects","Drugs","Other"
"E9408","Adverse effects","Drugs","Other"
"E9409","Adverse effects","Drugs","Other"
"E9410","Adverse effects","Drugs","Other"
"E9411","Adverse effects","Drugs","Other"
"E9412","Adverse effects","Drugs","Other"
"E9413","Adverse effects","Drugs","Other"
"E9419","Adverse effects","Drugs","Other"
"E9420","Adverse effects","Drugs","Other"
"E9421","Adverse effects","Drugs","Other"
"E9422","Adverse effects","Drugs","Other"
"E9423","Adverse effects","Drugs","Other"
"E9424","Adverse effects","Drugs","Other"
"E9425","Adverse effects","Drugs","Other"
"E9426","Adverse effects","Drugs","Other"
"E9427","Adverse effects","Drugs","Other"
"E9428","Adverse effects","Drugs","Other"
"E9429","Adverse effects","Drugs","Other"
"E9430","Adverse effects","Drugs","Other"
"E9431","Adverse effects","Drugs","Other"
"E9432","Adverse effects","Drugs","Other"
"E9433","Adverse effects","Drugs","Other"
"E9434","Adverse effects","Drugs","Other"
"E9435","Adverse effects","Drugs","Other"
"E9436","Adverse effects","Drugs","Other"
"E9438","Adverse effects","Drugs","Other"
"E9439","Adverse effects","Drugs","Other"
"E9440","Adverse effects","Drugs","Other"
"E9441","Adverse effects","Drugs","Other"
"E9442","Adverse effects","Drugs","Other"
"E9443","Adverse effects","Drugs","Other"
"E9444","Adverse effects","Drugs","Other"
"E9445","Adverse effects","Drugs","Other"
"E9446","Adverse effects","Drugs","Other"
"E9447","Adverse effects","Drugs","Other"
"E9450","Adverse effects","Drugs","Other"
"E9451","Adverse effects","Drugs","Other"
"E9452","Adverse effects","Drugs","Other"
"E9453","Adverse effects","Drugs","Other"
"E9454","Adverse effects","Drugs","Other"
"E9455","Adverse effects","Drugs","Other"
"E9456","Adverse effects","Drugs","Other"
"E9457","Adverse effects","Drugs","Other"
"E9458","Adverse effects","Drugs","Other"
"E9460","Adverse effects","Drugs","Other"
"E9461","Adverse effects","Drugs","Other"
"E9462","Adverse effects","Drugs","Other"
"E9463","Adverse effects","Drugs","Other"
"E9464","Adverse effects","Drugs","Other"
"E9465","Adverse effects","Drugs","Other"
"E9466","Adverse effects","Drugs","Other"
"E9467","Adverse effects","Drugs","Other"
"E9468","Adverse effects","Drugs","Other"
"E9469","Adverse effects","Drugs","Other"
"E9470","Adverse effects","Drugs","Other"
"E9471","Adverse effects","Drugs","Other"
"E9472","Adverse effects","Drugs","Other"
"E9473","Adverse effects","Drugs","Other"
"E9474","Adverse effects","Drugs","Other"
"E9478","Adverse effects","Drugs","Other"
"E9479","Adverse effects","Drugs","Other"
"E9480","Adverse effects","Drugs","Other"
"E9481","Adverse effects","Drugs","Other"
"E9482","Adverse effects","Drugs","Other"
"E9483","Adverse effects","Drugs","Other"
"E9484","Adverse effects","Drugs","Other"
"E9485","Adverse effects","Drugs","Other"
"E9486","Adverse effects","Drugs","Other"
"E9488","Adverse effects","Drugs","Other"
"E9489","Adverse effects","Drugs","Other"
"E9490","Adverse effects","Drugs","Other"
"E9491","Adverse effects","Drugs","Other"
"E9492","Adverse effects","Drugs","Other"
"E9493","Adverse effects","Drugs","Other"
"E9494","Adverse effects","Drugs","Other"
"E9495","Adverse effects","Drugs","Other"
"E9496","Adverse effects","Drugs","Other"
"E9497","Adverse effects","Drugs","Other"
"E9499","Adverse effects","Drugs","Other"
"E9500","Poisoning",NA,"Self-inflicted"
"E9501","Poisoning",NA,"Self-inflicted"
"E9502","Poisoning",NA,"Self-inflicted"
"E9503","Poisoning",NA,"Self-inflicted"
"E9504","Poisoning",NA,"Self-inflicted"
"E9505","Poisoning",NA,"Self-inflicted"
"E9506","Poisoning",NA,"Self-inflicted"
"E9507","Poisoning",NA,"Self-inflicted"
"E9508","Poisoning",NA,"Self-inflicted"
"E9509","Poisoning",NA,"Self-inflicted"
"E9510","Poisoning",NA,"Self-inflicted"
"E9511","Poisoning",NA,"Self-inflicted"
"E9518","Poisoning",NA,"Self-inflicted"
"E9520","Poisoning",NA,"Self-inflicted"
"E9521","Poisoning",NA,"Self-inflicted"
"E9528","Poisoning",NA,"Self-inflicted"
"E9529","Poisoning",NA,"Self-inflicted"
"E9530","Suffocation",NA,"Self-inflicted"
"E9531","Suffocation",NA,"Self-inflicted"
"E9538","Suffocation",NA,"Self-inflicted"
"E9539","Suffocation",NA,"Self-inflicted"
"E954","Drowning/submersion",NA,"Self-inflicted"
"E9550","Firearm",NA,"Self-inflicted"
"E9551","Firearm",NA,"Self-inflicted"
"E9552","Firearm",NA,"Self-inflicted"
"E9553","Firearm",NA,"Self-inflicted"
"E9554","Firearm",NA,"Self-inflicted"
"E9555","Other specified, classifiable",NA,"Self-inflicted"
"E9556","Other specified, classifiable",NA,"Self-inflicted"
"E9557","Other specified, classifiable",NA,"Self-inflicted"
"E9559","Other specified, classifiable",NA,"Self-inflicted"
"E956","Cut/pierce",NA,"Self-inflicted"
"E9570","Fall",NA,"Self-inflicted"
"E9571","Fall",NA,"Self-inflicted"
"E9572","Fall",NA,"Self-inflicted"
"E9579","Fall",NA,"Self-inflicted"
"E9580","Other specified, classifiable",NA,"Self-inflicted"
"E9581","Fire/burn","Fire/flame","Self-inflicted"
"E9582","Fire/burn","Hot object/substance","Self-inflicted"
"E9583","Natural/environmental",NA,"Self-inflicted"
"E9584","Other specified, classifiable",NA,"Self-inflicted"
"E9585","Motor vehicle traffic",NA,"Self-inflicted"
"E9586","Transport, other",NA,"Self-inflicted"
"E9587","Fire/burn","Hot object/substance","Self-inflicted"
"E9588","Other specified, not elsewhere classifiable",NA,"Self-inflicted"
"E9589","Unspecified",NA,"Self-inflicted"
"E959","Other specified, not elsewhere classifiable",NA,"Self-inflicted"
"E9600","Struck by, against",NA,"Assault"
"E9601","Other specified, classifiable",NA,"Assault"
"E961","Fire/burn","Hot object/substance","Self-inflicted"
"E9620","Poisoning",NA,"Assault"
"E9621","Poisoning",NA,"Assault"
"E9622","Poisoning",NA,"Assault"
"E9629","Poisoning",NA,"Assault"
"E963","Suffocation",NA,"Assault"
"E964","Drowning/submersion",NA,"Assault"
"E9650","Firearm",NA,"Assault"
"E9651","Firearm",NA,"Assault"
"E9652","Firearm",NA,"Assault"
"E9653","Firearm",NA,"Assault"
"E9654","Firearm",NA,"Assault"
"E9655","Other specified, classifiable",NA,"Assault"
"E9656","Other specified, classifiable",NA,"Assault"
"E9657","Other specified, classifiable",NA,"Assault"
"E9658","Other specified, classifiable",NA,"Assault"
"E9659","Other specified, classifiable",NA,"Assault"
"E966","Cut/pierce",NA,"Assault"
"E9670","Other specified, classifiable",NA,"Assault"
"E9671","Other specified, classifiable",NA,"Assault"
"E9672","Other specified, classifiable",NA,"Assault"
"E9673","Other specified, classifiable",NA,"Assault"
"E9674","Other specified, classifiable",NA,"Assault"
"E9675","Other specified, classifiable",NA,"Assault"
"E9676","Other specified, classifiable",NA,"Assault"
"E9677","Other specified, classifiable",NA,"Assault"
"E9678","Other specified, classifiable",NA,"Assault"
"E9679","Other specified, classifiable",NA,"Assault"
"E9680","Fire/burn","Fire/flame","Assault"
"E9681","Fall",NA,"Assault"
"E9682","Struck by, against",NA,"Assault"
"E9683","Fire/burn","Hot object/substance","Assault"
"E9684","Other specified, classifiable",NA,"Assault"
"E9685","Motor vehicle traffic",NA,"Assault"
"E9686","Other specified, classifiable",NA,"Assault"
"E9687","Other specified, classifiable",NA,"Assault"
"E9688","Other specified, not elsewhere classifiable",NA,"Assault"
"E9689","Unspecified",NA,"Assault"
"E969","Other specified, not elsewhere classifiable",NA,"Assault"
"E970","Firearm",NA,"Other"
"E971","Other specified, classifiable",NA,"Other"
"E972","Poisoning",NA,"Other"
"E973","Struck by, against",NA,"Other"
"E974","Cut/pierce",NA,"Other"
"E975","Struck by, against",NA,"Other"
"E976","Unspecified",NA,"Other"
"E977","Other specified, not elsewhere classifiable",NA,"Other"
"E978","Other specified, classifiable",NA,"Other"
"E9790","Other specified, classifiable",NA,"Assault"
"E9791","Other specified, classifiable",NA,"Assault"
"E9792","Other specified, classifiable",NA,"Assault"
"E9793","Other specified, classifiable",NA,"Assault"
"E9794","Other specified, classifiable",NA,"Assault"
"E9795","Other specified, classifiable",NA,"Assault"
"E9796","Other specified, classifiable",NA,"Assault"
"E9797","Other specified, classifiable",NA,"Assault"
"E9798","Other specified, classifiable",NA,"Assault"
"E9799","Other specified, classifiable",NA,"Assault"
"E9800","Poisoning",NA,"Undetermined"
"E9801","Poisoning",NA,"Undetermined"
"E9802","Poisoning",NA,"Undetermined"
"E9803","Poisoning",NA,"Undetermined"
"E9804","Poisoning",NA,"Undetermined"
"E9805","Poisoning",NA,"Undetermined"
"E9806","Poisoning",NA,"Undetermined"
"E9807","Poisoning",NA,"Undetermined"
"E9808","Poisoning",NA,"Undetermined"
"E9809","Poisoning",NA,"Undetermined"
"E9810","Poisoning",NA,"Undetermined"
"E9811","Poisoning",NA,"Undetermined"
"E9818","Poisoning",NA,"Undetermined"
"E9820","Poisoning",NA,"Undetermined"
"E9821","Poisoning",NA,"Undetermined"
"E9828","Poisoning",NA,"Undetermined"
"E9829","Poisoning",NA,"Undetermined"
"E9830","Suffocation",NA,"Undetermined"
"E9831","Suffocation",NA,"Undetermined"
"E9838","Suffocation",NA,"Undetermined"
"E9839","Suffocation",NA,"Undetermined"
"E984","Drowning/submersion",NA,"Undetermined"
"E9850","Firearm",NA,"Undetermined"
"E9851","Firearm",NA,"Undetermined"
"E9852","Firearm",NA,"Undetermined"
"E9853","Firearm",NA,"Undetermined"
"E9854","Firearm",NA,"Undetermined"
"E9855","Other specified, classifiable",NA,"Undetermined"
"E9856","Firearm",NA,"Undetermined"
"E9857","Other specified, classifiable",NA,"Undetermined"
"E986","Cut/pierce",NA,"Undetermined"
"E9870","Fall",NA,"Undetermined"
"E9871","Fall",NA,"Undetermined"
"E9872","Fall",NA,"Undetermined"
"E9879","Fall",NA,"Undetermined"
"E9880","Other specified, classifiable",NA,"Undetermined"
"E9881","Fire/burn","Fire/flame","Undetermined"
"E9882","Fire/burn","Hot object/substance","Undetermined"
"E9883","Natural/environmental",NA,"Undetermined"
"E9884","Other specified, classifiable",NA,"Undetermined"
"E9885","Motor vehicle traffic",NA,"Undetermined"
"E9886","Transport, other",NA,"Undetermined"
"E9887","Fire/burn","Hot object/substance","Undetermined"
"E9888","Other specified, not elsewhere classifiable",NA,"Undetermined"
"E9889","Unspecified",NA,"Undetermined"
"E989","Other specified, not elsewhere classifiable",NA,"Undetermined"
"E9900","Other specified, classifiable",NA,"Other"
"E9909","Other specified, classifiable",NA,"Other"
"E9910","Other specified, classifiable",NA,"Other"
"E9911","Other specified, classifiable",NA,"Other"
"E9912","Other specified, classifiable",NA,"Other"
"E9913","Other specified, classifiable",NA,"Other"
"E9919","Other specified, classifiable",NA,"Other"
"E992","Other specified, classifiable",NA,"Other"
"E993","Other specified, classifiable",NA,"Other"
"E994","Other specified, classifiable",NA,"Other"
"E995","Other specified, not elsewhere classifiable",NA,"Other"
"E996","Other specified, classifiable",NA,"Other"
"E9970","Other specified, classifiable",NA,"Other"
"E9971","Other specified, classifiable",NA,"Other"
"E9972","Other specified, classifiable",NA,"Other"
"E9978","Other specified, not elsewhere classifiable",NA,"Other"
"E9979","Unspecified",NA,"Other"
"E998","Other specified, not elsewhere classifiable",NA,"Other"
"E999","Other specified, not elsewhere classifiable",NA,"Other"
"E9990","Other specified, not elsewhere classifiable",NA,"Other"
"E9991","Other specified, not elsewhere classifiable",NA,"Other"
